,"(0, 0, 0)","(50, 0, 50)","(50, 50, 0)","(100, 0, 100)","(100, 50, 50)","(100, 100, 0)","(150, 0, 150)","(150, 50, 100)","(150, 100, 50)","(150, 150, 0)","(200, 0, 200)","(200, 50, 150)","(200, 100, 100)","(200, 150, 50)","(200, 200, 0)","(250, 0, 250)","(250, 50, 200)","(250, 100, 150)","(250, 150, 100)","(250, 200, 50)","(250, 250, 0)","(300, 0, 300)","(300, 50, 250)","(300, 100, 200)","(300, 150, 150)","(300, 200, 100)","(300, 250, 50)","(300, 300, 0)","(350, 0, 350)","(350, 50, 300)","(350, 100, 250)","(350, 150, 200)","(350, 200, 150)","(350, 250, 100)","(350, 300, 50)","(350, 350, 0)","(400, 0, 400)","(400, 50, 350)","(400, 100, 300)","(400, 150, 250)","(400, 200, 200)","(400, 250, 150)","(400, 300, 100)","(400, 350, 50)","(400, 400, 0)","(450, 0, 450)","(450, 50, 400)","(450, 100, 350)","(450, 150, 300)","(450, 200, 250)","(450, 250, 200)","(450, 300, 150)","(450, 350, 100)","(450, 400, 50)","(450, 450, 0)","(500, 0, 500)","(500, 50, 450)","(500, 100, 400)","(500, 150, 350)","(500, 200, 300)","(500, 250, 250)","(500, 300, 200)","(500, 350, 150)","(500, 400, 100)","(500, 450, 50)","(500, 500, 0)","(550, 0, 550)","(550, 50, 500)","(550, 100, 450)","(550, 150, 400)","(550, 200, 350)","(550, 250, 300)","(550, 300, 250)","(550, 350, 200)","(550, 400, 150)","(550, 450, 100)","(550, 500, 50)","(550, 550, 0)","(600, 0, 600)","(600, 50, 550)","(600, 100, 500)","(600, 150, 450)","(600, 200, 400)","(600, 250, 350)","(600, 300, 300)","(600, 350, 250)","(600, 400, 200)","(600, 450, 150)","(600, 500, 100)","(600, 550, 50)","(600, 600, 0)","(650, 0, 650)","(650, 50, 600)","(650, 100, 550)","(650, 150, 500)","(650, 200, 450)","(650, 250, 400)","(650, 300, 350)","(650, 350, 300)","(650, 400, 250)","(650, 450, 200)","(650, 500, 150)","(650, 550, 100)","(650, 600, 50)","(650, 650, 0)","(700, 0, 700)","(700, 50, 650)","(700, 100, 600)","(700, 150, 550)","(700, 200, 500)","(700, 250, 450)","(700, 300, 400)","(700, 350, 350)","(700, 400, 300)","(700, 450, 250)","(700, 500, 200)","(700, 550, 150)","(700, 600, 100)","(700, 650, 50)","(700, 700, 0)","(750, 0, 750)","(750, 50, 700)","(750, 100, 650)","(750, 150, 600)","(750, 200, 550)","(750, 250, 500)","(750, 300, 450)","(750, 350, 400)","(750, 400, 350)","(750, 450, 300)","(750, 500, 250)","(750, 550, 200)","(750, 600, 150)","(750, 650, 100)","(750, 700, 50)","(750, 750, 0)","(800, 0, 800)","(800, 50, 750)","(800, 100, 700)","(800, 150, 650)","(800, 200, 600)","(800, 250, 550)","(800, 300, 500)","(800, 350, 450)","(800, 400, 400)","(800, 450, 350)","(800, 500, 300)","(800, 550, 250)","(800, 600, 200)","(800, 650, 150)","(800, 700, 100)","(800, 750, 50)","(800, 800, 0)","(850, 0, 850)","(850, 50, 800)","(850, 100, 750)","(850, 150, 700)","(850, 200, 650)","(850, 250, 600)","(850, 300, 550)","(850, 350, 500)","(850, 400, 450)","(850, 450, 400)","(850, 500, 350)","(850, 550, 300)","(850, 600, 250)","(850, 650, 200)","(850, 700, 150)","(850, 750, 100)","(850, 800, 50)","(850, 850, 0)","(900, 0, 900)","(900, 50, 850)","(900, 100, 800)","(900, 150, 750)","(900, 200, 700)","(900, 250, 650)","(900, 300, 600)","(900, 350, 550)","(900, 400, 500)","(900, 450, 450)","(900, 500, 400)","(900, 550, 350)","(900, 600, 300)","(900, 650, 250)","(900, 700, 200)","(900, 750, 150)","(900, 800, 100)","(900, 850, 50)","(900, 900, 0)"
"(200, 0, 200)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37490907831387904,0.0,0.0,0.0,0.0,0.1125142876935333,0.0,0.0,0.0,0.0,0.0,0.2044009559765855,0.0,0.0,0.0,0.0,0.0,0.0,0.1329546950226871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07782394097883691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05494769838245992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026569394894530852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011628623878632538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003751168993107271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005001558657476362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(200, 50, 150)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37490907831387904,0.0,0.0,0.0,0.1125142876935333,0.0,0.0,0.0,0.0,0.2044009559765855,0.0,0.0,0.0,0.0,0.0,0.1329546950226871,0.0,0.0,0.0,0.0,0.0,0.0,0.07782394097883691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05494769838245992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026569394894530852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011628623878632538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003751168993107271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005001558657476362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(200, 100, 100)",0.0,0.0,0.0,0.0,0.0,0.374909078313879,0.0,0.0,0.11251428769353328,0.0,0.0,0.0,0.20440095597658545,0.0,0.0,0.0,0.0,0.1329546950226871,0.0,0.0,0.0,0.0,0.0,0.0778239409788369,0.0,0.0,0.0,0.0,0.0,0.0,0.05494769838245991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026569394894530845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011628623878632536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037511689931072705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005001558657476361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(200, 150, 50)",0.0,0.0,0.374909078313879,0.0,0.11251428769353328,0.0,0.0,0.20440095597658545,0.0,0.0,0.0,0.1329546950226871,0.0,0.0,0.0,0.0,0.0778239409788369,0.0,0.0,0.0,0.0,0.0,0.05494769838245991,0.0,0.0,0.0,0.0,0.0,0.0,0.026569394894530845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011628623878632536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037511689931072705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005001558657476361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(200, 200, 0)",0.374909078313879,0.11251428769353328,0.0,0.20440095597658545,0.0,0.0,0.1329546950226871,0.0,0.0,0.0,0.0778239409788369,0.0,0.0,0.0,0.0,0.05494769838245991,0.0,0.0,0.0,0.0,0.0,0.026569394894530845,0.0,0.0,0.0,0.0,0.0,0.0,0.011628623878632536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037511689931072705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005001558657476361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(250, 0, 250)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37490907831387904,0.0,0.0,0.0,0.0,0.0,0.1125142876935333,0.0,0.0,0.0,0.0,0.0,0.0,0.2044009559765855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1329546950226871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07782394097883691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05494769838245992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026569394894530852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011628623878632538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003751168993107271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005001558657476362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(250, 50, 200)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37490907831387904,0.0,0.0,0.0,0.0,0.1125142876935333,0.0,0.0,0.0,0.0,0.0,0.2044009559765855,0.0,0.0,0.0,0.0,0.0,0.0,0.1329546950226871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07782394097883691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05494769838245992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026569394894530852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011628623878632538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003751168993107271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005001558657476362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(250, 100, 150)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37490907831387904,0.0,0.0,0.0,0.1125142876935333,0.0,0.0,0.0,0.0,0.2044009559765855,0.0,0.0,0.0,0.0,0.0,0.1329546950226871,0.0,0.0,0.0,0.0,0.0,0.0,0.07782394097883691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05494769838245992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026569394894530852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011628623878632538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003751168993107271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005001558657476362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(250, 150, 100)",0.0,0.0,0.0,0.0,0.0,0.374909078313879,0.0,0.0,0.11251428769353328,0.0,0.0,0.0,0.20440095597658545,0.0,0.0,0.0,0.0,0.1329546950226871,0.0,0.0,0.0,0.0,0.0,0.0778239409788369,0.0,0.0,0.0,0.0,0.0,0.0,0.05494769838245991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026569394894530845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011628623878632536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037511689931072705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005001558657476361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(250, 200, 50)",0.0,0.0,0.374909078313879,0.0,0.11251428769353328,0.0,0.0,0.20440095597658545,0.0,0.0,0.0,0.1329546950226871,0.0,0.0,0.0,0.0,0.0778239409788369,0.0,0.0,0.0,0.0,0.0,0.05494769838245991,0.0,0.0,0.0,0.0,0.0,0.0,0.026569394894530845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011628623878632536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037511689931072705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005001558657476361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(250, 250, 0)",0.374909078313879,0.11251428769353328,0.0,0.20440095597658545,0.0,0.0,0.1329546950226871,0.0,0.0,0.0,0.0778239409788369,0.0,0.0,0.0,0.0,0.05494769838245991,0.0,0.0,0.0,0.0,0.0,0.026569394894530845,0.0,0.0,0.0,0.0,0.0,0.0,0.011628623878632536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037511689931072705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005001558657476361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(300, 0, 300)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37490907831387893,0.0,0.0,0.0,0.0,0.0,0.0,0.11251428769353326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20440095597658542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13295469502268709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07782394097883688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0549476983824599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02656939489453084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011628623878632534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037511689931072696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000500155865747636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(300, 50, 250)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37490907831387904,0.0,0.0,0.0,0.0,0.0,0.1125142876935333,0.0,0.0,0.0,0.0,0.0,0.0,0.2044009559765855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1329546950226871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07782394097883691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05494769838245992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026569394894530852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011628623878632538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003751168993107271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005001558657476362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(300, 100, 200)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37490907831387904,0.0,0.0,0.0,0.0,0.1125142876935333,0.0,0.0,0.0,0.0,0.0,0.2044009559765855,0.0,0.0,0.0,0.0,0.0,0.0,0.1329546950226871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07782394097883691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05494769838245992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026569394894530852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011628623878632538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003751168993107271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005001558657476362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
